baseDate,sido,firstCnt,secondCnt,totalFirstCnt,totalSecondCnt,accumulatedFirstCnt,accumulatedSecondCnt,id,thirdCnt,totalThirdCnt,accumulatedThirdCnt
2022-06-05 00:00:00,충청북도,14.0,49.0,1426792,1413333.0,1426778,1413284.0,8136,58.0,1097365.0,1097307.0
2022-06-05 00:00:00,강원도,6.0,31.0,1348225,1336227.0,1348219,1336196.0,8135,25.0,1054756.0,1054731.0
2022-06-04 00:00:00,울산광역시,22.0,118.0,967988,958157.0,967966,958039.0,8114,127.0,714903.0,714776.0
2022-06-04 00:00:00,광주광역시,30.0,248.0,1261928,1249472.0,1261898,1249224.0,8113,188.0,961614.0,961426.0
2022-06-04 00:00:00,대전광역시,23.0,167.0,1245270,1232478.0,1245247,1232311.0,8112,184.0,901132.0,900948.0
2022-06-04 00:00:00,대구광역시,36.0,183.0,2018253,1994676.0,2018217,1994493.0,8111,266.0,1393180.0,1392914.0
2022-06-04 00:00:00,인천광역시,55.0,359.0,2566313,2540383.0,2566258,2540024.0,8110,339.0,1892143.0,1891804.0
2022-06-04 00:00:00,부산광역시,56.0,297.0,2877930,2847817.0,2877874,2847520.0,8109,420.0,2118268.0,2117848.0
2022-06-04 00:00:00,서울특별시,201.0,980.0,8334976,8251703.0,8334775,8250723.0,8108,1369.0,6004048.0,6002679.0
2022-06-04 00:00:00,전국,981.0,5950.0,45057078,44596263.0,45056097,44590313.0,8107,6388.0,33316692.0,33310304.0
2022-06-04 00:00:00,경기도,273.0,1498.0,11810488,11688357.0,11810215,11686859.0,8115,1606.0,8605271.0,8603665.0
2022-06-04 00:00:00,세종특별자치시,6.0,44.0,297690,293671.0,297684,293627.0,8116,42.0,207011.0,206969.0
2022-06-04 00:00:00,제주특별자치도,17.0,129.0,589756,583539.0,589739,583410.0,8124,70.0,434123.0,434053.0
2022-06-04 00:00:00,경상남도,40.0,248.0,2880600,2849969.0,2880560,2849721.0,8123,372.0,2126558.0,2126186.0
2022-06-04 00:00:00,경상북도,34.0,219.0,2290848,2266048.0,2290814,2265829.0,8122,319.0,1712548.0,1712229.0
2022-06-04 00:00:00,전라남도,55.0,444.0,1652008,1635838.0,1651953,1635394.0,8121,308.0,1353426.0,1353118.0
2022-06-04 00:00:00,전라북도,44.0,291.0,1591740,1577309.0,1591696,1577018.0,8120,208.0,1275754.0,1275546.0
2022-06-04 00:00:00,충청남도,40.0,347.0,1896323,1877407.0,1896283,1877060.0,8119,250.0,1464711.0,1464461.0
2022-06-04 00:00:00,충청북도,36.0,216.0,1426775,1413269.0,1426739,1413053.0,8118,175.0,1097298.0,1097123.0
2022-06-04 00:00:00,강원도,13.0,162.0,1348192,1336170.0,1348179,1336008.0,8117,145.0,1054704.0,1054559.0
2022-06-03 00:00:00,울산광역시,8.0,55.0,967960,958030.0,967952,957975.0,8096,121.0,714774.0,714653.0
2022-06-03 00:00:00,대전광역시,11.0,44.0,1245233,1232300.0,1245222,1232256.0,8095,183.0,900941.0,900758.0
2022-06-03 00:00:00,인천광역시,30.0,80.0,2566225,2539990.0,2566195,2539910.0,8094,318.0,1891772.0,1891454.0
2022-06-03 00:00:00,광주광역시,9.0,55.0,1261873,1249198.0,1261864,1249143.0,8093,198.0,961399.0,961201.0
2022-06-03 00:00:00,대구광역시,13.0,38.0,2018191,1994466.0,2018178,1994428.0,8092,203.0,1392896.0,1392693.0
2022-06-03 00:00:00,부산광역시,35.0,60.0,2877883,2847534.0,2877848,2847474.0,8091,331.0,2117848.0,2117517.0
2022-06-03 00:00:00,서울특별시,86.0,225.0,8334711,8250652.0,8334625,8250427.0,8090,1112.0,6002601.0,6001489.0
2022-06-03 00:00:00,전국,472.0,1751.0,45055827,44590017.0,45055355,44588266.0,8089,6009.0,33309973.0,33303964.0
2022-06-03 00:00:00,세종특별자치시,2.0,11.0,297683,293627.0,297681,293616.0,8097,27.0,206970.0,206943.0
2022-06-03 00:00:00,강원도,12.0,68.0,1348172,1335999.0,1348160,1335931.0,8098,143.0,1054552.0,1054409.0
2022-06-03 00:00:00,제주특별자치도,4.0,37.0,589730,583398.0,589726,583361.0,8106,101.0,434039.0,433938.0
2022-06-03 00:00:00,경상남도,20.0,76.0,2880555,2849716.0,2880535,2849640.0,8105,387.0,2126173.0,2125786.0
2022-06-03 00:00:00,경상북도,17.0,90.0,2290811,2265823.0,2290794,2265733.0,8104,291.0,1712218.0,1711927.0
2022-06-03 00:00:00,전라남도,29.0,119.0,1651961,1635399.0,1651932,1635280.0,8103,390.0,1353119.0,1352729.0
2022-06-03 00:00:00,전라북도,40.0,209.0,1591686,1577005.0,1591646,1576796.0,8102,341.0,1275534.0,1275193.0
2022-06-03 00:00:00,충청남도,18.0,108.0,1896284,1877061.0,1896266,1876953.0,8101,291.0,1464462.0,1464171.0
2022-06-03 00:00:00,충청북도,17.0,76.0,1426742,1413056.0,1426725,1412980.0,8100,236.0,1097128.0,1096892.0
2022-06-03 00:00:00,경기도,121.0,400.0,11810127,11686763.0,11810006,11686363.0,8099,1336.0,8603547.0,8602211.0
2022-06-02 00:00:00,세종특별자치시,3.0,30.0,297685,293620.0,297682,293590.0,8078,4.0,206944.0,206940.0
2022-06-02 00:00:00,대전광역시,2.0,10.0,1245215,1232249.0,1245213,1232239.0,8077,14.0,900747.0,900733.0
2022-06-02 00:00:00,인천광역시,4.0,37.0,2566195,2539910.0,2566191,2539873.0,8076,28.0,1891446.0,1891418.0
2022-06-02 00:00:00,광주광역시,2.0,5.0,1261864,1249142.0,1261862,1249137.0,8075,13.0,961200.0,961187.0
2022-06-02 00:00:00,대구광역시,3.0,10.0,2018165,1994418.0,2018162,1994408.0,8074,17.0,1392686.0,1392669.0
2022-06-02 00:00:00,부산광역시,7.0,17.0,2877817,2847442.0,2877810,2847425.0,8073,62.0,2117494.0,2117432.0
2022-06-02 00:00:00,서울특별시,17.0,62.0,8334526,8250338.0,8334509,8250276.0,8072,188.0,6001417.0,6001229.0
2022-06-02 00:00:00,전국,84.0,455.0,45055135,44588051.0,45055051,44587596.0,8071,630.0,33303757.0,33303127.0
2022-06-02 00:00:00,경기도,17.0,108.0,11809947,11686303.0,11809930,11686195.0,8079,153.0,8602148.0,8601995.0
2022-06-02 00:00:00,울산광역시,2.0,7.0,967955,957978.0,967953,957971.0,8080,14.0,714651.0,714637.0
2022-06-02 00:00:00,제주특별자치도,1.0,3.0,589726,583362.0,589725,583359.0,8088,7.0,433940.0,433933.0
2022-06-02 00:00:00,경상남도,4.0,18.0,2880523,2849625.0,2880519,2849607.0,8087,29.0,2125777.0,2125748.0
2022-06-02 00:00:00,경상북도,6.0,12.0,2290799,2265736.0,2290793,2265724.0,8086,19.0,1711925.0,1711906.0
2022-06-02 00:00:00,전라남도,6.0,47.0,1651932,1635280.0,1651926,1635233.0,8085,14.0,1352727.0,1352713.0
2022-06-02 00:00:00,전라북도,4.0,27.0,1591650,1576801.0,1591646,1576774.0,8084,21.0,1275193.0,1275172.0
2022-06-02 00:00:00,충청남도,3.0,41.0,1896253,1876939.0,1896250,1876898.0,8083,20.0,1464164.0,1464144.0
2022-06-02 00:00:00,충청북도,0.0,6.0,1426721,1412976.0,1426721,1412970.0,8082,13.0,1096887.0,1096874.0
2022-06-02 00:00:00,강원도,3.0,15.0,1348162,1335932.0,1348159,1335917.0,8081,14.0,1054411.0,1054397.0
2022-06-01 00:00:00,울산광역시,5.0,18.0,967952,957970.0,967947,957952.0,8060,65.0,714634.0,714569.0
2022-06-01 00:00:00,대전광역시,11.0,59.0,1245218,1232243.0,1245207,1232184.0,8059,108.0,900738.0,900630.0
2022-06-01 00:00:00,인천광역시,26.0,70.0,2566168,2539849.0,2566142,2539779.0,8058,212.0,1891395.0,1891183.0
2022-06-01 00:00:00,광주광역시,14.0,32.0,1261893,1249170.0,1261879,1249138.0,8057,94.0,961208.0,961114.0
2022-06-01 00:00:00,부산광역시,29.0,58.0,2877813,2847430.0,2877784,2847372.0,8056,266.0,2117427.0,2117161.0
2022-06-01 00:00:00,대구광역시,20.0,34.0,2018179,1994424.0,2018159,1994390.0,8055,143.0,1392678.0,1392535.0
2022-06-01 00:00:00,서울특별시,127.0,230.0,8334592,8250366.0,8334465,8250136.0,8054,882.0,6001262.0,6000380.0
2022-06-01 00:00:00,전국,520.0,1291.0,45055034,44587573.0,45054514,44586282.0,8053,3935.0,33302951.0,33299016.0
2022-06-01 00:00:00,경기도,126.0,287.0,11809892,11686143.0,11809766,11685856.0,8061,953.0,8601909.0,8600956.0
2022-06-01 00:00:00,강원도,16.0,71.0,1348146,1335907.0,1348130,1335836.0,8062,95.0,1054386.0,1054291.0
2022-06-01 00:00:00,제주특별자치도,9.0,43.0,589724,583359.0,589715,583316.0,8070,85.0,433931.0,433846.0
2022-06-01 00:00:00,경상남도,40.0,84.0,2880515,2849605.0,2880475,2849521.0,8069,266.0,2125733.0,2125467.0
2022-06-01 00:00:00,경상북도,40.0,53.0,2290792,2265720.0,2290752,2265667.0,8068,180.0,1711885.0,1711705.0
2022-06-01 00:00:00,전라남도,6.0,54.0,1651896,1635203.0,1651890,1635149.0,8067,145.0,1352683.0,1352538.0
2022-06-01 00:00:00,전라북도,24.0,95.0,1591638,1576764.0,1591614,1576669.0,8066,119.0,1275166.0,1275047.0
2022-06-01 00:00:00,충청남도,12.0,51.0,1896247,1876895.0,1896235,1876844.0,8065,171.0,1464135.0,1463964.0
2022-06-01 00:00:00,충청북도,13.0,45.0,1426698,1412945.0,1426685,1412900.0,8064,131.0,1096851.0,1096720.0
2022-06-01 00:00:00,세종특별자치시,2.0,7.0,297671,293580.0,297669,293573.0,8063,20.0,206930.0,206910.0
2022-05-31 00:00:00,울산광역시,7.0,13.0,967956,957961.0,967949,957948.0,8042,86.0,714578.0,714492.0
2022-05-31 00:00:00,대전광역시,7.0,30.0,1245212,1232188.0,1245205,1232158.0,8041,127.0,900629.0,900502.0
2022-05-31 00:00:00,광주광역시,13.0,40.0,1261895,1249151.0,1261882,1249111.0,8040,148.0,961117.0,960969.0
2022-05-31 00:00:00,인천광역시,17.0,79.0,2566120,2539755.0,2566103,2539676.0,8039,266.0,1891161.0,1890895.0
2022-05-31 00:00:00,대구광역시,15.0,39.0,2018150,1994382.0,2018135,1994343.0,8038,172.0,1392533.0,1392361.0
2022-05-31 00:00:00,부산광역시,27.0,74.0,2877784,2847373.0,2877757,2847299.0,8037,288.0,2117151.0,2116863.0
2022-05-31 00:00:00,서울특별시,107.0,250.0,8334531,8250198.0,8334424,8249948.0,8036,1211.0,6000405.0,5999194.0
2022-05-31 00:00:00,전국,505.0,1452.0,45054294,44586038.0,45053789,44584586.0,8035,5080.0,33298691.0,33293611.0
2022-05-31 00:00:00,세종특별자치시,1.0,15.0,297649,293545.0,297648,293530.0,8043,29.0,206883.0,206854.0
2022-05-31 00:00:00,경기도,152.0,415.0,11809668,11685747.0,11809516,11685332.0,8044,1258.0,8600831.0,8599573.0
2022-05-31 00:00:00,제주특별자치도,7.0,37.0,589704,583302.0,589697,583265.0,8052,81.0,433836.0,433755.0
2022-05-31 00:00:00,경상남도,23.0,80.0,2880428,2849470.0,2880405,2849390.0,8051,303.0,2125408.0,2125105.0
2022-05-31 00:00:00,경상북도,22.0,67.0,2290752,2265668.0,2290730,2265601.0,8050,244.0,1711710.0,1711466.0
2022-05-31 00:00:00,전라남도,27.0,83.0,1651865,1635124.0,1651838,1635041.0,8049,215.0,1352508.0,1352293.0
2022-05-31 00:00:00,전라북도,33.0,55.0,1591613,1576671.0,1591580,1576616.0,8048,188.0,1275044.0,1274856.0
2022-05-31 00:00:00,충청남도,17.0,83.0,1896192,1876807.0,1896175,1876724.0,8047,194.0,1463930.0,1463736.0
2022-05-31 00:00:00,충청북도,20.0,64.0,1426668,1412882.0,1426648,1412818.0,8046,141.0,1096696.0,1096555.0
2022-05-31 00:00:00,강원도,10.0,28.0,1348107,1335814.0,1348097,1335786.0,8045,129.0,1054271.0,1054142.0
2022-05-30 00:00:00,울산광역시,0.0,0.0,967947,957946.0,967947,957946.0,8024,1.0,714489.0,714488.0
2022-05-30 00:00:00,대전광역시,0.0,0.0,1245202,1232156.0,1245202,1232156.0,8023,0.0,900500.0,900500.0
2022-05-30 00:00:00,인천광역시,0.0,0.0,2566084,2539664.0,2566084,2539664.0,8022,0.0,1890877.0,1890877.0
2022-05-30 00:00:00,광주광역시,0.0,0.0,1261870,1249098.0,1261870,1249098.0,8021,0.0,960959.0,960959.0
2022-05-30 00:00:00,대구광역시,0.0,0.0,2018118,1994326.0,2018118,1994326.0,8020,2.0,1392343.0,1392341.0
2022-05-30 00:00:00,부산광역시,0.0,8.0,2877747,2847288.0,2877747,2847280.0,8019,2.0,2116842.0,2116840.0
2022-05-30 00:00:00,서울특별시,2.0,7.0,8334316,8249840.0,8334314,8249833.0,8018,22.0,5999088.0,5999066.0
2022-05-30 00:00:00,전국,6.0,23.0,45053533,44584336.0,45053527,44584313.0,8017,59.0,33293361.0,33293302.0
2022-05-30 00:00:00,세종특별자치시,0.0,0.0,297653,293535.0,297653,293535.0,8025,0.0,206858.0,206858.0
2022-05-30 00:00:00,경기도,1.0,5.0,11809446,11685260.0,11809445,11685255.0,8026,27.0,8599509.0,8599482.0
2022-05-30 00:00:00,제주특별자치도,0.0,0.0,589700,583267.0,589700,583267.0,8034,0.0,433756.0,433756.0
2022-05-30 00:00:00,경상남도,0.0,3.0,2880383,2849369.0,2880383,2849366.0,8033,0.0,2125087.0,2125087.0
2022-05-30 00:00:00,경상북도,0.0,0.0,2290730,2265602.0,2290730,2265602.0,8032,0.0,1711472.0,1711472.0
2022-05-30 00:00:00,전라남도,0.0,0.0,1651844,1635046.0,1651844,1635046.0,8031,0.0,1352300.0,1352300.0
2022-05-30 00:00:00,충청북도,0.0,0.0,1426652,1412822.0,1426652,1412822.0,8030,1.0,1096550.0,1096549.0
2022-05-30 00:00:00,전라북도,0.0,0.0,1591572,1576608.0,1591572,1576608.0,8029,1.0,1274849.0,1274848.0
2022-05-30 00:00:00,충청남도,3.0,0.0,1896162,1876712.0,1896159,1876712.0,8028,3.0,1463732.0,1463729.0
2022-05-30 00:00:00,강원도,0.0,0.0,1348107,1335797.0,1348107,1335797.0,8027,0.0,1054150.0,1054150.0
2022-05-29 00:00:00,울산광역시,2.0,29.0,967941,957940.0,967939,957911.0,8006,30.0,714484.0,714454.0
2022-05-29 00:00:00,인천광역시,29.0,192.0,2566078,2539658.0,2566049,2539466.0,8005,180.0,1890875.0,1890695.0
2022-05-29 00:00:00,대전광역시,12.0,68.0,1245207,1232159.0,1245195,1232091.0,8004,53.0,900500.0,900447.0
2022-05-29 00:00:00,광주광역시,16.0,127.0,1261873,1249102.0,1261857,1248975.0,8003,75.0,960962.0,960887.0
2022-05-29 00:00:00,대구광역시,12.0,72.0,2018136,1994342.0,2018124,1994270.0,8002,98.0,1392351.0,1392253.0
2022-05-29 00:00:00,부산광역시,13.0,132.0,2877747,2847281.0,2877734,2847149.0,8001,165.0,2116841.0,2116676.0
2022-05-29 00:00:00,서울특별시,112.0,502.0,8334349,8249867.0,8334237,8249365.0,8000,562.0,5999093.0,5998531.0
2022-05-29 00:00:00,전국,518.0,3013.0,45053524,44584307.0,45053006,44581294.0,7999,2593.0,33293296.0,33290703.0
2022-05-29 00:00:00,세종특별자치시,5.0,7.0,297643,293525.0,297638,293518.0,8007,6.0,206852.0,206846.0
2022-05-29 00:00:00,경기도,200.0,1118.0,11809402,11685213.0,11809202,11684095.0,8008,816.0,8599444.0,8598628.0
2022-05-29 00:00:00,제주특별자치도,8.0,34.0,589698,583265.0,589690,583231.0,8016,42.0,433756.0,433714.0
2022-05-29 00:00:00,경상남도,19.0,150.0,2880390,2849371.0,2880371,2849221.0,8015,144.0,2125093.0,2124949.0
2022-05-29 00:00:00,경상북도,23.0,98.0,2290721,2265592.0,2290698,2265494.0,8014,96.0,1711461.0,1711365.0
2022-05-29 00:00:00,전라남도,17.0,99.0,1651844,1635046.0,1651827,1634947.0,8013,62.0,1352299.0,1352237.0
2022-05-29 00:00:00,전라북도,5.0,120.0,1591579,1576615.0,1591574,1576495.0,8012,64.0,1274855.0,1274791.0
2022-05-29 00:00:00,충청남도,27.0,150.0,1896165,1876717.0,1896138,1876567.0,8011,89.0,1463733.0,1463644.0
2022-05-29 00:00:00,충청북도,15.0,79.0,1426649,1412822.0,1426634,1412743.0,8010,85.0,1096549.0,1096464.0
2022-05-29 00:00:00,강원도,3.0,36.0,1348102,1335792.0,1348099,1335756.0,8009,26.0,1054148.0,1054122.0
2022-05-28 00:00:00,광주광역시,36.0,262.0,1261879,1248998.0,1261843,1248736.0,7988,212.0,960910.0,960698.0
2022-05-28 00:00:00,대전광역시,39.0,201.0,1245203,1232092.0,1245164,1231891.0,7987,195.0,900456.0,900261.0
2022-05-28 00:00:00,울산광역시,17.0,112.0,967946,957912.0,967929,957800.0,7986,162.0,714460.0,714298.0
2022-05-28 00:00:00,인천광역시,59.0,349.0,2566005,2539413.0,2565946,2539064.0,7985,414.0,1890627.0,1890213.0
2022-05-28 00:00:00,대구광역시,39.0,159.0,2018132,1994267.0,2018093,1994108.0,7984,271.0,1392261.0,1391990.0
2022-05-28 00:00:00,부산광역시,59.0,296.0,2877750,2847165.0,2877691,2846869.0,7983,459.0,2116690.0,2116231.0
2022-05-28 00:00:00,서울특별시,233.0,1039.0,8334314,8249405.0,8334081,8248366.0,7982,1458.0,5998521.0,5997063.0
2022-05-28 00:00:00,전국,1184.0,6379.0,45052943,44581048.0,45051759,44574669.0,7981,7188.0,33290457.0,33283269.0
2022-05-28 00:00:00,세종특별자치시,10.0,54.0,297620,293498.0,297610,293444.0,7989,47.0,206828.0,206781.0
2022-05-28 00:00:00,경기도,331.0,1706.0,11809128,11683945.0,11808797,11682239.0,7990,1777.0,8598509.0,8596732.0
2022-05-28 00:00:00,제주특별자치도,15.0,113.0,589684,583219.0,589669,583106.0,7998,82.0,433706.0,433624.0
2022-05-28 00:00:00,경상남도,58.0,351.0,2880344,2849185.0,2880286,2848834.0,7997,507.0,2124916.0,2124409.0
2022-05-28 00:00:00,경상북도,57.0,246.0,2290684,2265481.0,2290627,2265235.0,7996,348.0,1711358.0,1711010.0
2022-05-28 00:00:00,전라남도,76.0,399.0,1651806,1634920.0,1651730,1634521.0,7995,296.0,1352203.0,1351907.0
2022-05-28 00:00:00,전라북도,55.0,333.0,1591571,1576485.0,1591516,1576152.0,7994,247.0,1274796.0,1274549.0
2022-05-28 00:00:00,충청남도,49.0,394.0,1896137,1876560.0,1896088,1876166.0,7993,315.0,1463639.0,1463324.0
2022-05-28 00:00:00,충청북도,30.0,195.0,1426631,1412732.0,1426601,1412537.0,7992,196.0,1096445.0,1096249.0
2022-05-28 00:00:00,강원도,21.0,170.0,1348109,1335771.0,1348088,1335601.0,7991,202.0,1054132.0,1053930.0
2022-05-27 00:00:00,세종특별자치시,4.0,11.0,297601,293433.0,297597,293422.0,7970,32.0,206772.0,206740.0
2022-05-27 00:00:00,광주광역시,13.0,28.0,1261842,1248734.0,1261829,1248706.0,7969,158.0,960699.0,960541.0
2022-05-27 00:00:00,대전광역시,15.0,39.0,1245153,1231880.0,1245138,1231841.0,7968,160.0,900252.0,900092.0
2022-05-27 00:00:00,인천광역시,29.0,87.0,2565928,2539044.0,2565899,2538957.0,7967,307.0,1890194.0,1889887.0
2022-05-27 00:00:00,대구광역시,14.0,61.0,2018083,1994096.0,2018069,1994035.0,7966,197.0,1391979.0,1391782.0
2022-05-27 00:00:00,부산광역시,40.0,85.0,2877690,2846866.0,2877650,2846781.0,7965,297.0,2116218.0,2115921.0
2022-05-27 00:00:00,서울특별시,107.0,285.0,8334050,8248339.0,8333943,8248054.0,7964,957.0,5997006.0,5996049.0
2022-05-27 00:00:00,전국,585.0,1836.0,45051523,44574408.0,45050938,44572572.0,7963,5070.0,33282944.0,33277874.0
2022-05-27 00:00:00,경기도,143.0,379.0,11808714,11682155.0,11808571,11681776.0,7971,1163.0,8596610.0,8595447.0
2022-05-27 00:00:00,울산광역시,16.0,74.0,967914,957785.0,967898,957711.0,7972,133.0,714286.0,714153.0
2022-05-27 00:00:00,제주특별자치도,16.0,47.0,589669,583107.0,589653,583060.0,7980,88.0,433623.0,433535.0
2022-05-27 00:00:00,경상남도,27.0,94.0,2880270,2848817.0,2880243,2848723.0,7979,315.0,2124388.0,2124073.0
2022-05-27 00:00:00,경상북도,30.0,107.0,2290639,2265245.0,2290609,2265138.0,7978,213.0,1711024.0,1710811.0
2022-05-27 00:00:00,전라남도,23.0,121.0,1651731,1634522.0,1651708,1634401.0,7977,234.0,1351902.0,1351668.0
2022-05-27 00:00:00,전라북도,43.0,140.0,1591514,1576146.0,1591471,1576006.0,7976,233.0,1274549.0,1274316.0
2022-05-27 00:00:00,충청남도,18.0,104.0,1896072,1876145.0,1896054,1876041.0,7975,231.0,1463302.0,1463071.0
2022-05-27 00:00:00,충청북도,27.0,85.0,1426570,1412500.0,1426543,1412415.0,7974,183.0,1096218.0,1096035.0
2022-05-27 00:00:00,강원도,20.0,89.0,1348083,1335594.0,1348063,1335505.0,7973,169.0,1053922.0,1053753.0
2022-05-26 00:00:00,세종특별자치시,3.0,5.0,297588,293419.0,297585,293414.0,7952,23.0,206734.0,206711.0
2022-05-26 00:00:00,대전광역시,12.0,19.0,1245147,1231845.0,1245135,1231826.0,7951,127.0,900102.0,899975.0
2022-05-26 00:00:00,인천광역시,42.0,60.0,2565856,2538923.0,2565814,2538863.0,7950,253.0,1889851.0,1889598.0
2022-05-26 00:00:00,광주광역시,7.0,25.0,1261824,1248695.0,1261817,1248670.0,7949,135.0,960525.0,960390.0
2022-05-26 00:00:00,대구광역시,16.0,30.0,2018073,1994036.0,2018057,1994006.0,7948,175.0,1391764.0,1391589.0
2022-05-26 00:00:00,부산광역시,48.0,54.0,2877661,2846790.0,2877613,2846736.0,7947,307.0,2115932.0,2115625.0
2022-05-26 00:00:00,서울특별시,95.0,159.0,8333936,8248045.0,8333841,8247886.0,7946,847.0,5996023.0,5995176.0
2022-05-26 00:00:00,전국,461.0,911.0,45050715,44572344.0,45050254,44571433.0,7945,4406.0,33277488.0,33273082.0
2022-05-26 00:00:00,경기도,72.0,185.0,11808499,11681706.0,11808427,11681521.0,7953,965.0,8595284.0,8594319.0
2022-05-26 00:00:00,울산광역시,5.0,4.0,967903,957716.0,967898,957712.0,7954,100.0,714153.0,714053.0
2022-05-26 00:00:00,제주특별자치도,6.0,11.0,589656,583054.0,589650,583043.0,7962,70.0,433514.0,433444.0
2022-05-26 00:00:00,경상남도,28.0,53.0,2880209,2848686.0,2880181,2848633.0,7961,281.0,2124043.0,2123762.0
2022-05-26 00:00:00,경상북도,28.0,52.0,2290598,2265131.0,2290570,2265079.0,7960,245.0,1710814.0,1710569.0
2022-05-26 00:00:00,전라남도,24.0,60.0,1651712,1634411.0,1651688,1634351.0,7959,203.0,1351669.0,1351466.0
2022-05-26 00:00:00,전라북도,22.0,35.0,1591459,1575993.0,1591437,1575958.0,7958,174.0,1274296.0,1274122.0
2022-05-26 00:00:00,충청남도,26.0,47.0,1896039,1876027.0,1896013,1875980.0,7957,207.0,1463053.0,1462846.0
2022-05-26 00:00:00,충청북도,15.0,51.0,1426529,1412399.0,1426514,1412348.0,7956,165.0,1096013.0,1095848.0
2022-05-26 00:00:00,강원도,12.0,61.0,1348026,1335468.0,1348014,1335407.0,7955,129.0,1053718.0,1053589.0
2022-05-25 00:00:00,울산광역시,4.0,16.0,967888,957703.0,967884,957687.0,7934,72.0,714045.0,713973.0
2022-05-25 00:00:00,광주광역시,14.0,24.0,1261811,1248664.0,1261797,1248640.0,7933,136.0,960389.0,960253.0
2022-05-25 00:00:00,대전광역시,9.0,22.0,1245129,1231822.0,1245120,1231800.0,7932,81.0,899968.0,899887.0
2022-05-25 00:00:00,대구광역시,16.0,27.0,2018058,1994005.0,2018042,1993978.0,7931,153.0,1391593.0,1391440.0
2022-05-25 00:00:00,인천광역시,14.0,37.0,2565772,2538823.0,2565758,2538786.0,7930,218.0,1889554.0,1889336.0
2022-05-25 00:00:00,부산광역시,25.0,42.0,2877606,2846732.0,2877581,2846690.0,7929,285.0,2115608.0,2115323.0
2022-05-25 00:00:00,서울특별시,93.0,113.0,8333819,8247865.0,8333726,8247752.0,7928,841.0,5995131.0,5994290.0
2022-05-25 00:00:00,전국,400.0,658.0,45050105,44571263.0,45049705,44570605.0,7927,4110.0,33272841.0,33268731.0
2022-05-25 00:00:00,세종특별자치시,2.0,6.0,297578,293404.0,297576,293398.0,7935,19.0,206702.0,206683.0
2022-05-25 00:00:00,경기도,89.0,176.0,11808406,11681472.0,11808317,11681296.0,7936,957.0,8594256.0,8593299.0
2022-05-25 00:00:00,제주특별자치도,5.0,12.0,589646,583040.0,589641,583028.0,7944,92.0,433437.0,433345.0
2022-05-25 00:00:00,경상남도,18.0,35.0,2880193,2848642.0,2880175,2848607.0,7943,275.0,2123768.0,2123493.0
2022-05-25 00:00:00,경상북도,22.0,32.0,2290556,2265072.0,2290534,2265040.0,7942,193.0,1710561.0,1710368.0
2022-05-25 00:00:00,전라남도,19.0,17.0,1651681,1634344.0,1651662,1634327.0,7941,195.0,1351455.0,1351260.0
2022-05-25 00:00:00,전라북도,17.0,25.0,1591430,1575951.0,1591413,1575926.0,7940,135.0,1274114.0,1273979.0
2022-05-25 00:00:00,충청남도,25.0,29.0,1896019,1875984.0,1895994,1875955.0,7939,179.0,1462850.0,1462671.0
2022-05-25 00:00:00,충청북도,13.0,22.0,1426514,1412346.0,1426501,1412324.0,7938,135.0,1095843.0,1095708.0
2022-05-25 00:00:00,강원도,15.0,23.0,1347999,1335394.0,1347984,1335371.0,7937,144.0,1053567.0,1053423.0
2022-05-24 00:00:00,세종특별자치시,1.0,6.0,297566,293388.0,297565,293382.0,7916,39.0,206668.0,206629.0
2022-05-24 00:00:00,대전광역시,12.0,20.0,1245104,1231783.0,1245092,1231763.0,7915,160.0,899870.0,899710.0
2022-05-24 00:00:00,인천광역시,21.0,37.0,2565756,2538781.0,2565735,2538744.0,7914,284.0,1889328.0,1889044.0
2022-05-24 00:00:00,광주광역시,9.0,35.0,1261787,1248629.0,1261778,1248594.0,7913,177.0,960236.0,960059.0
2022-05-24 00:00:00,대구광역시,15.0,30.0,2018042,1993981.0,2018027,1993951.0,7912,187.0,1391434.0,1391247.0
2022-05-24 00:00:00,부산광역시,21.0,45.0,2877588,2846692.0,2877567,2846647.0,7911,307.0,2115317.0,2115010.0
2022-05-24 00:00:00,서울특별시,110.0,145.0,8333722,8247753.0,8333612,8247608.0,7910,1196.0,5994227.0,5993031.0
2022-05-24 00:00:00,전국,471.0,732.0,45049534,44570419.0,45049063,44569687.0,7909,5323.0,33268421.0,33263098.0
2022-05-24 00:00:00,경기도,126.0,173.0,11808241,11681216.0,11808115,11681043.0,7917,1317.0,8593203.0,8591886.0
2022-05-24 00:00:00,울산광역시,6.0,16.0,967902,957704.0,967896,957688.0,7918,90.0,713982.0,713892.0
2022-05-24 00:00:00,제주특별자치도,7.0,14.0,589639,583025.0,589632,583011.0,7926,71.0,433342.0,433271.0
2022-05-24 00:00:00,경상남도,31.0,43.0,2880141,2848569.0,2880110,2848526.0,7925,287.0,2123455.0,2123168.0
2022-05-24 00:00:00,경상북도,13.0,28.0,2290533,2265038.0,2290520,2265010.0,7924,223.0,1710368.0,1710145.0
2022-05-24 00:00:00,전라남도,15.0,32.0,1651640,1634305.0,1651625,1634273.0,7923,240.0,1351247.0,1351007.0
2022-05-24 00:00:00,전라북도,18.0,34.0,1591420,1575931.0,1591402,1575897.0,7922,192.0,1273981.0,1273789.0
